NEQ,IND_FAIL,DAT_IMMAT,COD_REGIM_JURI_x,COD_INTVAL_EMPLO_QUE,DAT_CESS_PREVU,COD_STAT_IMMAT,COD_FORME_JURI,DAT_STAT_IMMAT,COD_REGIM_JURI_CONSTI,DAT_DEPO_DECLR,AN_DECL,AN_PROD,DAT_LIMIT_PROD,AN_PROD_PRE,DAT_LIMIT_PROD_PRE,DAT_MAJ_INDEX_NOM,COD_ACT_ECON_CAE,NO_ACT_ECON_ASSUJ,DESC_ACT_ECON_ASSUJ,COD_ACT_ECON_CAE2,NO_ACT_ECON_ASSUJ2,DESC_ACT_ECON_ASSUJ2,NOM_LOCLT_CONSTI,DAT_CONSTI,IND_CONVEN_UNMN_ACTNR,IND_RET_TOUT_POUVR,IND_LIMIT_RESP,DAT_DEB_RESP,DAT_FIN_RESP,OBJET_SOC,NO_MTR_VOLONT,ADR_DOMCL_ADR_DISP,ADR_DOMCL_LIGN1_ADR,ADR_DOMCL_LIGN2_ADR,ADR_DOMCL_LIGN3_ADR,ADR_DOMCL_LIGN4_ADR,COD_TYP_CHANG,COD_REGIM_JURI_y,AUTR_REGIM_JURI,NOM_LOCLT,DAT_EFCTVT_x,NO_SUF_ETAB,IND_ETAB_PRINC,IND_SALON_BRONZ,IND_VENTE_TABAC_DETL,IND_DISP_x,LIGN1_ADR_x,LIGN2_ADR_x,LIGN3_ADR_x,LIGN4_ADR_x,COD_ACT_ECON,DESC_ACT_ECON_ETAB,NO_ACT_ECON_ETAB,COD_ACT_ECON2,DESC_ACT_ECON_ETAB2,NO_ACT_ECON_ETAB2,NOM_ETAB,NEQ_ASSUJ_REL,DENOMN_SOC,COD_RELA_ASSUJ,DAT_EFCTVT_y,IND_DISP_y,LIGN1_ADR_y,LIGN2_ADR_y,LIGN3_ADR_y,LIGN4_ADR_y,NOM_ASSUJ,NOM_ASSUJ_LANG_ETRNG,STAT_NOM,TYP_NOM_ASSUJ,DAT_INIT_NOM_ASSUJ,DAT_FIN_NOM_ASSUJ
1147992805,N,1998-09-14,24,O,,IM,CIE,2001-07-11,400,2021-03-04,2020,2021,2022-07-01,2020,2021-07-01,2018-10-29 17:37,4565,1,TRANSPORT DE BOIS,2599,2,DÉBUSQUER DU BOIS,QUÉBEC,1998-09-09,N,,,,,,,N,"283, ROUTE PRINCIPALE",SAINT-FRANÇOIS-XAVIER-DE-BROMPTON QC,,J0B2V0,,,,,,1,O,N,N,N,"283, ROUTE PRINCIPALE",SAINT-FRANÇOIS-XAVIER-DE-BROMPTON QC,,J0B2V0,4565,TRANSPORT DE BOIS,1,2599,DÉBUSQUER DU BOIS,2,9068-0760 QUÉBEC INC.,,,,,,,,,,Bois de chauffage Saint-François,,V,A,2018-10-29,
1147992805,N,1998-09-14,24,O,,IM,CIE,2001-07-11,400,2021-03-04,2020,2021,2022-07-01,2020,2021-07-01,2018-10-29 17:37,4565,1,TRANSPORT DE BOIS,2599,2,DÉBUSQUER DU BOIS,QUÉBEC,1998-09-09,N,,,,,,,N,"283, ROUTE PRINCIPALE",SAINT-FRANÇOIS-XAVIER-DE-BROMPTON QC,,J0B2V0,,,,,,1,O,N,N,N,"283, ROUTE PRINCIPALE",SAINT-FRANÇOIS-XAVIER-DE-BROMPTON QC,,J0B2V0,4565,TRANSPORT DE BOIS,1,2599,DÉBUSQUER DU BOIS,2,9068-0760 QUÉBEC INC.,,,,,,,,,,9068-0760 QUÉBEC INC.,,V,A,2008-06-30,
1148758429,,1999-08-17,23,O,,RO,APE,2006-06-16,23,2004-01-24,2003,2021,2021-11-15,2020,2020-11-15,2006-06-16,2599,1,FAB. D'ARTICLES EN CÈDRE POUR DE LA DÉCORATION D'INTÉRIEUR & D'EXTÉRIEUR,,,,QUBÉEC,1999-08-17,N,,,,,,,N,8  rue Keable,Sayabec (Québec),,G0J3K0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LES ATELIERS ""À TIRE-D'AILE""",,A,N,1999-08-17,2006-06-16
2269821528,,2014-02-07,,O,,RO,IND,2017-05-24,,,,2021,2021-06-15,2020,2020-09-30,2017-05-24 10:23,2592,1,-,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169823763,N,2014-02-07,24,A,,IM,CIE,2014-02-07,24,2020-06-04,2020,2021,2021-08-01,2020,2021-07-01,2017-05-05 16:12,2599,1,"Importation de bois tropicaux (grumes, sciages, lames de parquet, et autres produits usinés, etc.)",7721,2,Services conseil en informatique,Québec,2014-02-07,N,N,,,,,,N,718  rue de la Beauce,Québec (Québec),,G1X2S7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Groupe Genesia,Genesia Group,V,A,2017-05-05,
1169823763,N,2014-02-07,24,A,,IM,CIE,2014-02-07,24,2020-06-04,2020,2021,2021-08-01,2020,2021-07-01,2017-05-05 16:12,2599,1,"Importation de bois tropicaux (grumes, sciages, lames de parquet, et autres produits usinés, etc.)",7721,2,Services conseil en informatique,Québec,2014-02-07,N,N,,,,,,N,718  rue de la Beauce,Québec (Québec),,G1X2S7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genesis conseil,,A,A,2014-02-27,2017-05-05
1169823763,N,2014-02-07,24,A,,IM,CIE,2014-02-07,24,2020-06-04,2020,2021,2021-08-01,2020,2021-07-01,2017-05-05 16:12,2599,1,"Importation de bois tropicaux (grumes, sciages, lames de parquet, et autres produits usinés, etc.)",7721,2,Services conseil en informatique,Québec,2014-02-07,N,N,,,,,,N,718  rue de la Beauce,Québec (Québec),,G1X2S7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9295-9949 Québec inc.,,V,M,2014-02-07,
1148991152,,1999-12-07,103,O,,RD,CIE,2001-08-30,103,,,2021,2021-11-15,2020,2020-11-15,2001-08-30,2599,1,LUMBER MANUFACTURING,,,,ONTARIO,1955-01-24,N,,,,,,,N,"48, CAMING",LANARK ON,,K0G1K0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O.E. ROTHWELL COMPAGNIE LTÉE,O.E. ROTHWELL LUMBER COMPANY LIMITED,A,N,1999-12-07,2001-08-30
2264267461,,2007-02-26,,O,,RD,IND,2007-05-02,,,,2021,2021-06-15,2020,2020-09-30,2007-05-02,5631,1,"TRANSFORMATION (ANTIQUAGE) POUTRES, PLANCHERS, TABLES, ESCALIERS",2599,2,FABRICATION DE TABLES ANCESTRALES (BOIS MASSIF),,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANTIK,,A,A,2007-02-26,2007-05-02
2264267461,,2007-02-26,,O,,RD,IND,2007-05-02,,,,2021,2021-06-15,2020,2020-09-30,2007-05-02,5631,1,"TRANSFORMATION (ANTIQUAGE) POUTRES, PLANCHERS, TABLES, ESCALIERS",2599,2,FABRICATION DE TABLES ANCESTRALES (BOIS MASSIF),,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POUTRES ET PLANCHERS ANTIK,,A,A,2007-02-26,2007-05-02
1149128952,,2000-02-17,24,O,,RO,CIE,2006-06-16,400,2004-01-07,2003,2021,2021-11-15,2020,2020-11-15,2006-06-16,2599,1,COUPE DE BOIS,,,,QUÉBEC,2000-02-16,N,,,,,,,N,454  montée de Sandy Beach,Gaspé (Québec),,G4X2G6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9087-5428 QUÉBEC INC.,,A,M,2000-02-16,2006-06-16
1160442399,,2001-11-16,400,A,,RO,CIE,2006-11-01,400,2006-09-06,2006,2021,2021-11-15,2020,2020-11-15,2006-11-01,2592,1,FABRICATION DE PATTES DE MEUBLES,2611,2,ÉBÉNISTERIE,QUÉBEC,2001-11-02,N,,,,,,,N,2-164  rue Cowie,Granby (Québec),,J2G3V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STYL'ANN INC.,,A,N,2001-11-02,2006-11-01
1160442399,,2001-11-16,400,A,,RO,CIE,2006-11-01,400,2006-09-06,2006,2021,2021-11-15,2020,2020-11-15,2006-11-01,2592,1,FABRICATION DE PATTES DE MEUBLES,2611,2,ÉBÉNISTERIE,QUÉBEC,2001-11-02,N,,,,,,,N,2-164  rue Cowie,Granby (Québec),,J2G3V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ÉBÉNISTERIE GERMAIN GRENIER,,A,A,2001-12-12,2006-11-01
2269781367,N,2014-01-30,,O,,IM,IND,2014-01-30,,2021-04-15,2021,2021,2021-06-15,2020,2020-09-30,2014-01-30 10:27,2599,1,cintrage de bois,3931,2,fabrication de jeux en bois,,,,,,,,,,N,,,,,,,,,,3,O,N,N,N,1664  rue De Champigny,Montréal (Québec),,H4E1M1,2599,-,1,3931,-,2,Ste-Sauvage,,,,,,,,,,Ste-Sauvage,,V,A,2014-01-30,
1169812956,N,2014-02-06,104,A,,IM,CIE,2014-02-06,104,2020-09-29,2020,2021,2021-09-01,2020,2020-09-30,2019-09-24 11:35,2599,1,-,,,,,2012-02-28,N,N,,,,,,N,10  rue du Blizzard,Sainte-Irène (Québec),,G0J2P0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frank-EM Industries LTÉE,,V,N,2014-02-06,
1169812956,N,2014-02-06,104,A,,IM,CIE,2014-02-06,104,2020-09-29,2020,2021,2021-09-01,2020,2020-09-30,2019-09-24 11:35,2599,1,-,,,,,2012-02-28,N,N,,,,,,N,10  rue du Blizzard,Sainte-Irène (Québec),,G0J2P0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENNOID,,V,A,2019-09-24,
1148447791,,1999-03-31,104,E,,RO,CIE,2006-03-13,103,2006-02-24,2005,2021,2021-11-15,2020,2020-11-15,2006-03-13,2593,1,MANUFACTURING OF WALL PANELS AND DOOR LATTICE,,,,ONTARIO,1988-11-15,N,,,,,,,N,110  montée Guay,Saint-Bernard-de-Lacolle (Québec),,J0J1V0,CONTN,,,,1995-11-02,,,,,,,,,,,,,,,,,,ECJW HOLDINGS LTD.,FS,2004-12-26,N,110  montée Guay,Saint-Bernard-de-Lacolle (Québec),,J0J1V0,UNIVERSAL FOREST PRODUCTS,,A,A,1999-03-31,2006-03-13
1148447791,,1999-03-31,104,E,,RO,CIE,2006-03-13,103,2006-02-24,2005,2021,2021-11-15,2020,2020-11-15,2006-03-13,2593,1,MANUFACTURING OF WALL PANELS AND DOOR LATTICE,,,,ONTARIO,1988-11-15,N,,,,,,,N,110  montée Guay,Saint-Bernard-de-Lacolle (Québec),,J0J1V0,CONTN,,,,1995-11-02,,,,,,,,,,,,,,,,,,ECJW HOLDINGS LTD.,FS,2004-12-26,N,110  montée Guay,Saint-Bernard-de-Lacolle (Québec),,J0J1V0,"PRODUITS FORESTIERS UNIVERSELLES DU CANADA, INC.","UNIVERSAL FOREST PRODUCTS OF CANADA, INC.",A,N,1988-11-15,2006-03-13
1148447791,,1999-03-31,104,E,,RO,CIE,2006-03-13,103,2006-02-24,2005,2021,2021-11-15,2020,2020-11-15,2006-03-13,2593,1,MANUFACTURING OF WALL PANELS AND DOOR LATTICE,,,,ONTARIO,1988-11-15,N,,,,,,,N,110  montée Guay,Saint-Bernard-de-Lacolle (Québec),,J0J1V0,CONTN,,,,1995-11-02,,,,,,,,,,,,,,,,,,ECJW HOLDINGS LTD.,FS,2004-12-26,N,110  montée Guay,Saint-Bernard-de-Lacolle (Québec),,J0J1V0,PRODUITS FORESTIERS UNIVERSELLES,,A,A,1999-03-31,2006-03-13
1149537293,,2000-08-25,104,A,,RO,CIE,2002-05-10,104,,,2021,2021-11-15,2020,2020-11-15,2002-05-10,2599,1,TRANSFORMATION DE MATIÈRES PREMIÈRES,,,,CANADA,2000-07-12,N,,,,,,,N,"25, RUE LABELLE",LAVAL QC,,H7N2B5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANITE SAINT-EUSTACHE BCBG INC.,,A,N,2000-07-12,2002-05-10
2269827178,N,2014-02-10,,A,,IM,IND,2014-02-10,,2019-05-03,2019,2021,2021-06-15,2020,2020-09-30,2016-01-29 15:46,2599,1,Transformation de billot en bûche de bois de chauffage.,4589,2,Livraison du bois coupé en bûche chez les clients acheteurs.,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bois de chauffage Bruyère,,V,A,2016-01-29,
1142150110,,1995-01-26,24,D,,RO,CIE,2003-05-02,400,2001-01-17,2000,2021,2021-11-15,2020,2020-11-15,2003-05-02,2599,1,MANUFACTURATION D'ARTICLES EN BOIS (COFFRETS VINS & SPIRITUEUX ETC...),,,,QUÉBEC,1993-11-25,N,,,,,,,N,"1868, RANG 12 SIMPSON",STE-CLOTILDE QC,,J0A1H0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COFFRET L'AUBIER INC.,,A,N,1993-11-25,1995-03-31
1142150110,,1995-01-26,24,D,,RO,CIE,2003-05-02,400,2001-01-17,2000,2021,2021-11-15,2020,2020-11-15,2003-05-02,2599,1,MANUFACTURATION D'ARTICLES EN BOIS (COFFRETS VINS & SPIRITUEUX ETC...),,,,QUÉBEC,1993-11-25,N,,,,,,,N,"1868, RANG 12 SIMPSON",STE-CLOTILDE QC,,J0A1H0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COFFRETS L'AUBIER INC.,,A,N,1995-03-31,2003-05-02
1143137397,,1995-03-02,24,C,,RO,CIE,2000-05-05,400,1997-11-26,1997,2021,2021-11-15,2020,2020-11-15,2000-05-05,2599,1,INDUSTRIE DU BOIS,,,,QUÉBEC,1984-12-28,N,,,,,,,N,"460, RUE CANTIN",VICTORIAVILLE QC,,G6P7E6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USINACADRE INC.,,A,N,1984-12-28,2000-05-05
2269812618,N,2014-02-04,,O,,IM,IND,2014-02-04,,2020-05-28,2020,2021,2021-06-15,2020,2020-09-30,2014-02-04 17:31,2611,1,"Conception (design), fabrication et vente de meubles en bois",2592,2,"Conception (design), fabrication et vente d'articles en bois (boites, sous-verres,  planches a découper, articles tournés, autres)",,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2267155713,N,2011-02-23,,O,,IM,IND,2011-02-23,,2020-05-14,2020,2021,2021-06-15,2020,2020-09-30,2011-02-23,2599,1,Ébénisterie,2619,2,Meuble en bois,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169806909,N,2014-02-04,24,O,2018-02-21,IM,CIE,2014-02-04,24,2018-02-20,2017,2021,2021-11-15,2020,2020-11-15,2014-02-03,2599,1,Fabrication de portes et portes moustiquaires.,2619,2,Fabrication de meuble et objets de décoration en bois.,Québec,2014-02-03,N,N,,,,,,N,3648  rue Wilfrid-Grégoire,Sherbrooke (Québec),,J1L2N3,,,,,,1,O,N,N,N,1965  rue Pellerin,Saint-Denis-de-Brompton (Québec),,J0B2P0,2599,Fabrication de portes et portes moustiquaires en bois.,1,2619,Fabrication de meubles et objets de décoration en bois.,2,Triest Bois Concept inc.,,,,,,,,,,Triest Bois Concept inc.,,V,N,2014-02-03,
2266333188,,2010-01-18,,O,,RD,IND,2014-01-19,,2013-04-24,2013,2021,2021-06-15,2020,2020-09-30,2010-01-18,169,1,HORTICULTURE,2592,2,SCULPTURE DE BOIS,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TILLANDSIA PATRICIA LORTIE,,A,A,2010-01-18,2014-01-19
2269792240,,2014-02-04,,O,,RD,IND,2019-05-03,,2019-05-02,2019,2021,2021-06-15,2020,2020-09-30,2014-02-04 10:28,2549,1,production de petites pièces et meubles sur mesure.,2599,2,production de pièces artistiques en bois,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2263808695,,2006-06-26,,A,,RD,IND,2008-02-08,,2008-02-08,2007,2021,2021-06-15,2020,2020-09-30,2008-02-08,2599,1,CONCEPTION DE PRODUITS DE CLÔTURE,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LES CLÔTURES FRONTENAC,,A,A,2006-06-26,2008-02-08
1168452440,N,2012-08-08,24,B,,IM,CIE,2012-08-08,24,2020-11-10,2020,2021,2022-02-01,2020,2021-02-01,2012-09-04,6551,1,MANUFACTURIER DE GUITARES ACOUSTIQUES ET COMPOSANTES DE LUTHERIE,2599,2,MANUFACTURIER DE GUITARES ACOUSTIQUES ET COMPOSANTES DE LUTHERIE,Québec,2012-08-08,N,,,,,,,N,40  rte de Saint-François,Berthier-sur-Mer (Québec),,G0R1E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LES GUITARES BOUCHER INC.,BOUCHER GUITARS INC.,V,N,2012-09-04,
1168452440,N,2012-08-08,24,B,,IM,CIE,2012-08-08,24,2020-11-10,2020,2021,2022-02-01,2020,2021-02-01,2012-09-04,6551,1,MANUFACTURIER DE GUITARES ACOUSTIQUES ET COMPOSANTES DE LUTHERIE,2599,2,MANUFACTURIER DE GUITARES ACOUSTIQUES ET COMPOSANTES DE LUTHERIE,Québec,2012-08-08,N,,,,,,,N,40  rte de Saint-François,Berthier-sur-Mer (Québec),,G0R1E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9267-2369 Québec inc.,,A,M,2012-08-08,2012-09-04
1169396166,N,2013-08-21,24,D,,RO,CIE,2019-09-30,24,2019-08-14,2019,2021,2021-11-15,2020,2020-11-15,2019-09-30 8:45,2599,1,Usine de transformation du bois,,,,Québec,2013-08-19,N,,,,,,,N,200  rue du Parc-Industriel,Weedon (Québec),,J0B3J0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOIS WEEDON INC.,WEEDON LUMBER INC.,A,N,2013-08-19,2019-09-30
1169833523,N,2014-02-12,32,O,,IM,CIE,2014-02-12,32,2021-03-04,2020,2021,2022-07-01,2020,2020-11-15,2014-02-12 11:27,2512,1,-,2599,2,-,CONNECTICUT,2014-02-04,N,N,,,,,,N,612 RTE DE MANSONVILLE,MANSONVILLE (Québec),,J0E1X0,,,,,,1,O,N,N,N,608  rte de Mansonville,Potton (Québec),,J0E1X0,2512,-,1,2599,-,2,"Bois Acer, LLC",,,,,,,,,,"Bois Acer, LLC",,V,N,2014-02-12,
2267111583,,2011-02-03,,O,,IM,IND,2011-02-03,,2021-04-15,2021,2021,2021-06-15,2020,2020-09-30,2011-02-03,2599,1,SCIAGE DE BOIS,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCIAGE CLAUDE L'ÉCUYER,,V,A,2011-02-03,
1168436153,N,2012-08-01,24,A,,IM,CIE,2012-08-01,24,2021-01-30,2019,2021,2022-02-01,2020,2021-02-01,2012-07-30,9999,1,Fabrique et livraison de glace,2599,2,Vente de bois d'allumage et sel à déglacer,Québec,2012-07-30,N,N,,,,,,N,108-850 RUE de l'Industrie,Saint-Jérôme (Québec),,J7Y4B8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Fabrique à Glace inc.,,V,N,2012-07-30,
1143101708,,1995-03-01,104,A,,IM,CIE,1995-03-01,104,2021-03-30,2020,2021,2022-04-01,2020,2021-04-01,1979-11-16,4491,1,VENTE DE TERRAIN,2599,2,VENTE BOIS EN BILLES,CANADA,1979-11-16,N,,,,,,,N,203  Route 107,Déléage (Québec),,J9E3A8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LES ENTREPRISES FORESTIÈRES RAYMOND MORIN INC.,,V,N,1979-11-16,
1160253952,N,2001-08-03,104,A,,IM,CIE,2001-08-03,104,2020-12-16,2020,2021,2022-04-01,2020,2021-04-01,2001-08-03,2599,1,Importation et exportation de produits et d'accessoires en bois synthétique,,,,CANADA,2001-07-23,N,,,,,,,N,713  av. Meloche,Dorval (Québec),,H9P2S4,,,,,,1,O,N,N,N,713  av. Meloche,Dorval (Québec),,H9P2S4,2599,BOIS (AUTRES INDUSTRIES N.C.A.),1,,,,FABRAPLY INC.,,,,,,,,,,ENTREPRISE FABRAPLY,,V,A,2001-08-03,
1160253952,N,2001-08-03,104,A,,IM,CIE,2001-08-03,104,2020-12-16,2020,2021,2022-04-01,2020,2021-04-01,2001-08-03,2599,1,Importation et exportation de produits et d'accessoires en bois synthétique,,,,CANADA,2001-07-23,N,,,,,,,N,713  av. Meloche,Dorval (Québec),,H9P2S4,,,,,,1,O,N,N,N,713  av. Meloche,Dorval (Québec),,H9P2S4,2599,BOIS (AUTRES INDUSTRIES N.C.A.),1,,,,FABRAPLY INC.,,,,,,,,,,FABRAPLY INC.,,V,N,2001-07-23,
2267862516,N,2011-12-12,,O,,IM,IND,2011-12-12,,2020-03-15,2020,2021,2021-06-15,2020,2020-09-30,2014-07-02 8:01,2599,1,transformer scrap de bois en bois d allumage,2693,2,Fabriquer et vendre des chaises adirondack en bois,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bois Express,,V,A,2014-07-02,
1142222901,N,1995-02-01,24,O,,IM,CIE,1995-02-01,400,2020-10-08,2020,2021,2022-02-01,2020,2021-02-01,2017-08-18,2599,1,Vente de bois de chauffage,,,,QUÉBEC,1990-12-03,N,,,,,,,N,167  rue Principale,Tring-Jonction (Québec),,G0N1X0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bois de chauffage Mathieu inc.,,V,N,2017-08-18,
1142222901,N,1995-02-01,24,O,,IM,CIE,1995-02-01,400,2020-10-08,2020,2021,2022-02-01,2020,2021-02-01,2017-08-18,2599,1,Vente de bois de chauffage,,,,QUÉBEC,1990-12-03,N,,,,,,,N,167  rue Principale,Tring-Jonction (Québec),,G0N1X0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DES-OS-BEAUCE INC.,,A,N,1990-12-03,2017-08-18
1142156281,,1995-01-26,24,E,,RO,CIE,2016-01-05,400,2005-01-19,2004,2021,2021-11-15,2020,2020-11-15,2016-01-05 17:15,2599,1,TRANSFORMATION DE GRUMES DE BOIS,411,2,OPÉRATIONS FORESTIÈRES,QUÉBEC,1967-05-25,N,,,,,,,N,"131, RUE PRINCIPALE",FASSETT QC,,J0V1H0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYLVIO BRUNET & FILS LTÉE,,A,N,1967-05-25,2016-01-05
3367322172,,2011-04-27,,O,,RO,SENC,2016-04-21,,,,2021,2021-06-15,2020,2020-09-30,2016-04-21 18:40,2561,1,Fabrication de palettes de bois à partir de matériaux neufs,2599,2,Recyclage de vielles palettes de bois pour en fabriquer des nouvelles,,,,,N,,,Pour la fabrication de palettes de bois neuve et le recyclage de vielle palette de bois,,N,38  Route 236,Saint-Louis-de-Gonzague (Québec),,J0S1T0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palette Cinmat,Palette Cinmat,A,N,2011-04-27,2016-04-21
1167766725,N,2011-11-03,24,A,,RO,CIE,2014-10-06,24,2014-09-15,2013,2021,2021-11-15,2020,2020-11-15,2011-11-03 9:48,2599,1,Usine de fabrication de granules,,,,,2011-11-01,N,,,,,,,N,1574  ch. Guérette,Pohénégamook (Québec),,G0L1J0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LES GRANULES DU TRANS INC.,,A,N,2011-11-01,2014-11-03
1142977132,,1995-02-25,24,A,,RO,CIE,2016-11-28,400,2016-05-16,2016,2021,2021-11-15,2020,2020-11-15,1982-12-08,2599,1,MANUFACTURES D'ESCALIERS ET DE RAMPES,,,,QUÉBEC,1982-12-08,N,,,,,,,N,737B rue Notre-Dame,Saint-Rémi (Québec),,J0L2L0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOISERIES ST-REMI INC.,,A,N,1982-12-08,2016-11-28
2269838332,N,2014-02-13,,O,,RO,IND,2017-05-24,,,,2021,2021-06-15,2020,2020-09-30,2017-05-24 10:30,2592,1,Sculpture d'enseignes.,2549,2,ebenisterie marine.,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arts d'Oka,,A,A,2014-04-09,2017-05-24
2267322263,N,2011-04-23,,O,,RO,IND,2018-05-24,,2015-07-26,2015,2021,2021-06-15,2020,2020-09-30,2018-05-24 10:30,2599,1,Fabrication et réparation d'instruments de musique à cordes,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marc-Olivier Bonenfant Ébéniste,,A,A,2015-08-10,2018-05-24
1163893770,O,2006-08-11,24,O,,IM,CIE,2006-08-11,400,2010-09-21,2010,2021,2021-11-15,2020,2020-11-15,2006-08-11,3999,1,CONCEPTION ET FABRICATION D'OUTILS ET DE MACHINERIES SPÉCIALISÉS,2599,2,USINAGE DE BOIS POUR LA CONSTRUCTION DE MAISON PIÈCE SUR PIÈCE,QUÉBEC,2006-08-08,N,,,,,,,N,"5945, 3E AVENUE EST",QUÉBEC (QUÉBEC),,G1H3K1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRIMICRON CORPORATION LTÉE,TRIMICRON CORPORATION LTD,V,N,2006-08-08,
1163893770,O,2006-08-11,24,O,,IM,CIE,2006-08-11,400,2010-09-21,2010,2021,2021-11-15,2020,2020-11-15,2006-08-11,3999,1,CONCEPTION ET FABRICATION D'OUTILS ET DE MACHINERIES SPÉCIALISÉS,2599,2,USINAGE DE BOIS POUR LA CONSTRUCTION DE MAISON PIÈCE SUR PIÈCE,QUÉBEC,2006-08-08,N,,,,,,,N,"5945, 3E AVENUE EST",QUÉBEC (QUÉBEC),,G1H3K1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LES ENTREPRISES ECO-LOG-HOUSE,,V,A,2008-07-07,
1163893770,O,2006-08-11,24,O,,IM,CIE,2006-08-11,400,2010-09-21,2010,2021,2021-11-15,2020,2020-11-15,2006-08-11,3999,1,CONCEPTION ET FABRICATION D'OUTILS ET DE MACHINERIES SPÉCIALISÉS,2599,2,USINAGE DE BOIS POUR LA CONSTRUCTION DE MAISON PIÈCE SUR PIÈCE,QUÉBEC,2006-08-08,N,,,,,,,N,"5945, 3E AVENUE EST",QUÉBEC (QUÉBEC),,G1H3K1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRIMICRON,,V,A,2006-08-11,
1168505650,N,2012-08-31,24,A,,RO,CIE,2017-11-22,24,,,2021,2021-11-15,2020,2020-11-15,2017-11-22 15:31,2592,1,-,,,,Québec,2012-08-31,N,,,,,,,N,100 rue Blanchette,Saint-Liboire (Québec),,J0H1R0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONSTRUCTION CMW INC.,,A,N,2013-06-12,2017-11-22
1168505650,N,2012-08-31,24,A,,RO,CIE,2017-11-22,24,,,2021,2021-11-15,2020,2020-11-15,2017-11-22 15:31,2592,1,-,,,,Québec,2012-08-31,N,,,,,,,N,100 rue Blanchette,Saint-Liboire (Québec),,J0H1R0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOIS SUMMUM,,A,A,2012-09-06,2017-11-22
1168505650,N,2012-08-31,24,A,,RO,CIE,2017-11-22,24,,,2021,2021-11-15,2020,2020-11-15,2017-11-22 15:31,2592,1,-,,,,Québec,2012-08-31,N,,,,,,,N,100 rue Blanchette,Saint-Liboire (Québec),,J0H1R0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9268-2897 Québec inc.,,A,M,2012-08-31,2013-06-12
